Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Combustível,Câmbio,Portas,Final de placa,CEP,Município,Bairro,price,url,Potência do motor,Direção,Cor
"Carros, vans e utilitários",FIAT IDEA ATTRACTIVE 1.4 FIRE FLEX 8V 5P,FIAT,Hatch,2012,83,Flex,Manual,4 portas,7,66093082,Belém,Marco,28900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/idea-1-4-2012-1-mil-de-entrada-aercio-veiculos-vxs-861331268,1.4,Hidráulica,Vermelho
"Carros, vans e utilitários",FIAT PUNTO,FIAT,Hatch,2012,68,Flex,Manual,4 portas,9,66093082,Belém,Marco,28900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/punto-1-4-2012-1-mil-de-entrada-aercio-veiculosx-840908484,1.4,Hidráulica,Prata
"Carros, vans e utilitários",CITROEN C3 PICASSO GLX 1.6 FLEX 16V 5P MEC.,CITROEN,SUV,2012,78415,Flex,Manual,4 portas,0,66093082,Belém,Marco,28900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/c3-picasso-2012-1-mil-de-entrada-aercio-veiculos-bww-888241432,1.6,Elétrica,Azul
"Carros, vans e utilitários",KIA MOTORS SPORTAGE,KIA MOTORS,,2013,39900,Flex,Automático,4 portas,,66010000,Belém,Campina,68000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/kia-sportage-ex-898416562,,,Cinza
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 FLEX 12V 5P,VW - VOLKSWAGEN,,2017,84776,Flex,Manual,4 portas,3,66040033,Belém,Cremação,48990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-12v-mpi-totalflex-trendline-4p-manual-886615175,,,
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN,VW - VOLKSWAGEN,Passeio,2020,26800,Flex,Automático,4 portas,5,67113330,Ananindeua,Coqueiro,169990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-tiguan-2020-1-4-250-tsi-total-flex-allspace-comfortline-tiptronic-833795226,1.4,Mecânica,Cinza
"Carros, vans e utilitários",GM - CHEVROLET PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P,GM - CHEVROLET,Sedã,2017,56369,Flex,Manual,4 portas,6,68798000,Santa Bárbara do Pará,,36000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/v-prisma-joy-2017-884643066,1.6,Elétrica,Preto
"Carros, vans e utilitários",JAC J2,JAC,Hatch,2014,0,,,4 portas,0,67010000,Ananindeua,Guanabara,25900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/j2-2014--25-900-aprova-tudo-boulevard-892680464,,,Branco
"Carros, vans e utilitários",FORD ,FORD,,2017,100,,,,,66613080,Belém,Souza,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/promocao-de-carros-e-motos-semi-novos-898416114,,,
"Carros, vans e utilitários",HYUNDAI HB20,HYUNDAI,Hatch,2019,3,Flex,Manual,4 portas,,66113003,Belém,Telégrafo Sem Fio,47900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-hyundai-hb20-1-0-unique-ano-2019-898416204,1.0,Hidráulica,
"Carros, vans e utilitários",FIAT FREEMONT 2.4 16V 5P AUT.,FIAT,SUV,2012,109000,Gasolina,Automático,4 portas,,66053355,Belém,Reduto,48000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fiat-freemont-2-4-emotion-16v-4p-2011-2012-887132265,2.0 - 2.9,Hidráulica,Branco
"Carros, vans e utilitários",GM - CHEVROLET CRUZE SPORT LTZ 1.4 16V TB FLEX 5P AUT.,GM - CHEVROLET,Hatch,2018,84900,Flex,Automático,4 portas,5,66095493,Belém,Marco,84900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/cruze-ltz-turbo-sport-2018--84-900-850329329,1.6,Hidráulica,Prata
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT/ LT 1.0 MPFI 8V FLEXP. 5P,GM - CHEVROLET,Hatch,2013,80000,Flex,Manual,4 portas,8,66113240,Belém,Telégrafo Sem Fio,26900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/celta-lt-completo-falar-com-gabriel-894188579,1.0,Hidráulica,Prata
"Carros, vans e utilitários",FIAT PALIO EX 1.0 MPI 4P,FIAT,Hatch,2001,181,Gasolina,Manual,4 portas,0,68743412,Castanhal,Caiçara,11500.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/somente-venda-898415449,1.0,Hidráulica,Verde
"Carros, vans e utilitários",HYUNDAI HB20 VISION 1.0 FLEX 12V MEC,HYUNDAI,Passeio,2021,2400,Flex,Manual,4 portas,1,66050000,Belém,Umarizal,64990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-vision-895793410,,,
"Carros, vans e utilitários",VW - VOLKSWAGEN SAVEIRO STARTLINE 1.6 T.FLEX 8V,VW - VOLKSWAGEN,Pick-up,2016,56200,Flex,Manual,2 portas,2,66060460,Belém,Fátima,37800.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-1-6-startline-898415542,1.6,Hidráulica,Branco
"Carros, vans e utilitários",FIAT PALIO SPORTING 1.6 FLEX 16V 5P,FIAT,Hatch,2014,58000,Flex,Manual,4 portas,1,66093901,Belém,Marco,29000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-6-sporting-2014-898415398,1.6,Hidráulica,Vermelho
"Carros, vans e utilitários",FIAT PALIO 1.5 MPI 8V 4P,FIAT,Hatch,2016,42000,Flex,Manual,4 portas,8,66060240,Belém,Fátima,26000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-0-mpi-fire-8v-flex-4p-manual-898415209,1.0,Hidráulica,Vermelho
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH JOY 1.0 8V FLEX 5P MEC.,GM - CHEVROLET,Hatch,2017,48000,Flex,Manual,4 portas,9,66060460,Belém,Fátima,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-2017-entrada-r-1-000-soeiro-veiculos-hyx-898414280,1.0,Hidráulica,Branco
"Carros, vans e utilitários",GM - CHEVROLET AGILE LT 1.4 MPFI 8V FLEXPOWER 5P,GM - CHEVROLET,Hatch,2011,95000,Flex,Manual,4 portas,6,67118270,Ananindeua,Águas Lindas,26990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/agile-1-4-lt-2011-885001711,1.0,Hidráulica,Preto
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2012,120000,Flex,Manual,4 portas,4,66085320,Belém,Pedreira,16500.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/classic-2012-898413078,1.0,Hidráulica,Cinza
,,,,,,,,,,,,,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-4-2014-completo-toya-veiculos-870289419,,,
"Carros, vans e utilitários",JAC J3,JAC,Sedã,2015,0,Gasolina,,4 portas,0,66050000,Belém,Umarizal,29900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/j3-s-2015--29-900-entrada-de-1-mil-reais-870369276,,,Vermelho
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2015,45000,Flex,Manual,4 portas,9,66060460,Belém,Fátima,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-2015-entrada-r-1-000-soeiro-veiculos-ktu-898412498,1.0,Hidráulica,Preto
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,,2014,62000,Flex,Manual,4 portas,8,66093901,Belém,Marco,32000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-4-2014-898411358,1.4,Mecânica,Branco
"Carros, vans e utilitários",FIAT SIENA EL 1.0 MPI FIRE FLEX 8V 4P,FIAT,,2013,55632,Flex,Manual,4 portas,,66063060,Belém,Cremação,28000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/vendo-siena-2013-898411092,,,Preto
"Carros, vans e utilitários",FIAT UNO,FIAT,Hatch,2016,8,,Semi-Automático,4 portas,,66113003,Belém,Telégrafo Sem Fio,38900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-fiat-uno-way-1-4-ano-2016-898411154,1.4,,
"Carros, vans e utilitários",MITSUBISHI L200 GL 2.5 4X4 CD DIESEL,MITSUBISHI,Pick-up,2009,72000,Diesel,Manual,4 portas,3,66060460,Belém,Fátima,49900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/2009-mitsubishi-l200-898410592,2.0 - 2.9,Hidráulica,Preto
"Carros, vans e utilitários",FORD ECOSPORT XLS FREESTYLE 1.6 FLEX 8V 5P,FORD,SUV,2009,132000,Flex,Manual,4 portas,8,66025280,Belém,Jurunas,28900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ecosport-1-6-xls-2009-banco-de-couro-licenciada-ate-09-2021-824538114,1.6,Hidráulica,Preto
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2020,56,Flex,Manual,4 portas,4,66120620,Belém,Sacramenta,49900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-2020-em-oferta-na-rafa-veiculos-confira-red45-879881489,1.0,Elétrica,
"Carros, vans e utilitários",FORD KA 1.0 SE 12V FLEX 4P MANUAL,FORD,Sedã,2019,39000,Flex,Manual,4 portas,7,66120000,Belém,Sacramenta,45000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ka-1-0-sedan-03cil-2019-2019-829296247,1.0,Elétrica,Prata
"Carros, vans e utilitários",FIAT ARGO,FIAT,Hatch,2020,3,Flex,Manual,4 portas,,66113003,Belém,Telégrafo Sem Fio,57900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-fiat-argo-1-0-drive-ano-2020-898409497,1.0,Hidráulica,
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Passeio,2015,45000,Flex,Manual,4 portas,6,66060281,Belém,São Brás,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/recuse-imitacoes-r-1mil-de-entrada-so-na-showroom-ford-ka-1-0-2015-664047664,1.0,Elétrica,Prata
"Carros, vans e utilitários",RENAULT KWID 1.0 ZEN,RENAULT,Hatch,2020,20500,Flex,Manual,2 portas,7,66055210,Belém,Umarizal,45990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/kwid-zen-2020-1-0-884184062,1.0,Elétrica,Vermelho
"Carros, vans e utilitários",TOYOTA ETIOS X 1.3 FLEX 16V 5P AUT.,TOYOTA,Passeio,2017,49000,Flex,Automático,4 portas,6,66060281,Belém,São Brás,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/loja-show-r-1mil-de-entrada-etios-1-3-automatico-2017-607032500,1.3,Elétrica,Prata
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE TRENDLINE 1.6 T.FLEX 8V 4P,VW - VOLKSWAGEN,Passeio,2018,29000,Flex,Manual,4 portas,7,66060281,Belém,São Brás,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/vw-voyage-1-6-trendline-2018-showroom-automoveis-r-1mil-de-entrada-620114717,1.6,,Preto
"Carros, vans e utilitários",GM - CHEVROLET SONIC HB LTZ 1.6 16V FLEXPOWER 5P AUT.,GM - CHEVROLET,Sedã,2014,75300,Flex,Automático,4 portas,2,68555031,Xinguara,Centro,37500.0,https://pa.olx.com.br/regiao-de-maraba/autos-e-pecas/carros-vans-e-utilitarios/sonic-2013-2014-automatico-ltz-completo-r-37-500-00-898407315,1.6,Hidráulica,Prata
"Carros, vans e utilitários",GM - CHEVROLET PRISMA,GM - CHEVROLET,,2019,46103,,Automático,,,67113260,Ananindeua,Coqueiro,65400.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/vende-se-um-carro-898407290,,Hidráulica,
"Carros, vans e utilitários",FIAT DOBLO ESSENCE 1.8 FLEX 16V 5P,FIAT,Passeio,2017,39000,Flex,Manual,4 portas,6,66060281,Belém,São Brás,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/impressionante-r-1ml-de-entrada-doblo-2017-7lugares-completa-showroom-automoveis-621044186,1.8,Hidráulica,Prata
"Carros, vans e utilitários",HYUNDAI HB20 COMF./C.PLUS/C.STYLE 1.0 FLEX 12V,HYUNDAI,Hatch,2018,23000,Flex,Manual,4 portas,,66120620,Belém,Sacramenta,50900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-2018-1-0-com-apenas-23-mil-km-895693304,1.0,Hidráulica,Prata
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,Hatch,2018,40132,Flex,Manual,4 portas,1,66113000,Belém,Telégrafo Sem Fio,44900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/uno-2019-1-0-attractive-autoshow-veiculos-tfe-895040653,1.0,Hidráulica,Branco
"Carros, vans e utilitários",GM - CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,GM - CHEVROLET,Sedã,2015,65000,Flex,Manual,4 portas,8,66060460,Belém,Fátima,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/classic-2015-entrada-r-1-000-soeiro-veiculos-glx-898407081,1.0,Hidráulica,Preto
"Carros, vans e utilitários", ,,,2016,57000,,,,,68200000,Alenquer,,,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/a-corolla-gli-2016-884188488,,,
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,Hatch,2019,6,Flex,Manual,4 portas,,66113003,Belém,Telégrafo Sem Fio,48900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-onix-1-0-joy-ano-2019-com-mil-de-entrada-854176431,1.0,Elétrica,
"Carros, vans e utilitários",JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.,JEEP,SUV,2020,26000,Flex,Automático,4 portas,9,66053260,Belém,Reduto,95990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/renegade-longitude-1-8-at-flex-2019-2020-881310846,1.8,Elétrica,Azul
"Carros, vans e utilitários",FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,Hatch,2012,70000,Flex,Manual,4 portas,8,67020000,Ananindeua,Águas Lindas,32900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-2012-32-900-falar-com-marcele-melo-aiw-889582000,1.0,Mecânica,Vermelho
"Carros, vans e utilitários",FORD KA SEL 1.5 16V FLEX 5P,FORD,Hatch,2015,1,Flex,Manual,4 portas,4,67013000,Ananindeua,Atalaia,38900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ka-sel-2015-otimo-pra-app-super-economico-e-exclusivo-849763980,1.5,Hidráulica,Vermelho
"Carros, vans e utilitários",JEEP RENEGADE TRAILHAWK 2.0 4X4 TB DIESEL AUT,JEEP,SUV,2016,3,Diesel,Automático,4 portas,,66113003,Belém,Telégrafo Sem Fio,107900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-jeep-renegado-2-0-4x4-diesel-trailhawk-automatico-ano-2016-898405971,2.0 - 2.9,,
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LT 1.4 16V TURBO FLEX 4P AUT.,GM - CHEVROLET,Sedã,2020,234,Flex,Automático,4 portas,5,66053260,Belém,Reduto,108990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-4-turbo-2019-2020-com-somente-234-kms-874036386,1.4,Elétrica,Branco
"Carros, vans e utilitários",GM - CHEVROLET SPIN ACTIV 1.8 8V ECONO. FLEX 5P AUT.,GM - CHEVROLET,,2020,52026,Flex,Automático,4 portas,7,66820000,Belém,Tenoné,82990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-1-8-activ7-8v-flex-4p-autom-tico-869116143,,,
"Carros, vans e utilitários",GM - CHEVROLET EQUINOX PREMIER 1.5 TURBO 172CV AUT,GM - CHEVROLET,SUV,2020,5000,Gasolina,Automático,4 portas,4,66053355,Belém,Reduto,165000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/gm-equinox-1-5-16v-turbo-premier-awd-2019-2020-880114104,1.5,Elétrica,Branco
"Carros, vans e utilitários",JEEP RENEGADE,JEEP,SUV,2016,3,,Automático,4 portas,,66113003,Belém,Telégrafo Sem Fio,69900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-jeep-renegado-1-8-sport-automatico-ano-2016-898404489,1.8,Elétrica,
"Carros, vans e utilitários",TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.,TOYOTA,Sedã,2017,51,Flex,Automático,4 portas,6,68040420,Santarém,Caranazal,78900.0,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-upper-aut-impecavel-aqui-na-topcar-891904106,1.8,Elétrica,Prata
"Carros, vans e utilitários",GM - CHEVROLET ONIX  LOLLAPALOOZA 1.0 F.POWER 5P MEC.,GM - CHEVROLET,Hatch,2015,32000,Flex,Manual,4 portas,9,68447000,Barcarena,Vila dos Cabanos,28500.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/aa-onix-2015-1-0-semi-novo-838627746,1.0,Hidráulica,Branco
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE 1.6/1.6 CITY  MI TOTAL FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2013,79,Flex,Manual,4 portas,8,66093082,Belém,Marco,33900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/voyage-2013-1-6-1-mil-de-entrada-aercio-veiculos-844248642,1.6,Hidráulica,Preto
"Carros, vans e utilitários",GM - CHEVROLET S10,GM - CHEVROLET,,2014,50000,Diesel,Automático,4 portas,2,66060060,Belém,Umarizal,65000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-841734994,2.0 - 2.9,,Preto
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.0 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,Hatch,2013,65811,Flex,Manual,4 portas,0,66093082,Belém,Marco,32900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/fox-2013-1-0-1-mil-de-entrada-aercio-veiculos-hkk-888717125,1.0,Hidráulica,Prata
"Carros, vans e utilitários",FORD KA 1.0 SE/SE PLUS TIVCT FLEX 5P,FORD,Hatch,2018,41,Flex,Manual,4 portas,0,66093082,Belém,Marco,43900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-1-0-1-mil-de-entrada-aercio-veiculosg-838610620,1.0,Elétrica,Preto
"Carros, vans e utilitários",FORD KA,FORD,Hatch,2016,6,Flex,Manual,4 portas,,66113003,Belém,Telégrafo Sem Fio,39900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-ford-ka-sel-1-0-ano-2016-898403740,1.0,Hidráulica,
"Carros, vans e utilitários",TOYOTA HILUX SW4 4X4 3.0 8V TB DIESEL,TOYOTA,SUV,2006,0,Diesel,Automático,4 portas,,66075220,Belém,Guamá,76000.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-blindada-2006-4-4-898403617,3.0 - 3.9,Hidráulica,Preto
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE COMF/HIGHLI. 1.6 MI T.FLEX 8V 4P,VW - VOLKSWAGEN,Sedã,2020,35660,Flex,Manual,4 portas,2,68040400,Santarém,Salé,54800.0,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/voyage-comfortline-1-6-2020-mavel-veiculos-843583181,1.6,Elétrica,Prata
"Carros, vans e utilitários",FIAT FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,FIAT,Van/Utilitário,2020,36716,Flex,Manual,2 portas,9,68040050,Santarém,Aldeia,71900.0,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-furgao-1-4-2019-20-atual-veiculos-882816754,1.4,Hidráulica,Branco
"Carros, vans e utilitários",GM - CHEVROLET ONIX,GM - CHEVROLET,Hatch,2019,3,,Manual,4 portas,,66113003,Belém,Telégrafo Sem Fio,48900.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/oferta-relampago-onix-1-0-joy-ano-2019-898402560,1.0,Elétrica,
"Carros, vans e utilitários",FORD KA 1.5 SEDAN SE PLUS 12V FLEX 4P MEC.,FORD,Sedã,2018,45000,Flex,Manual,4 portas,9,66060460,Belém,Fátima,,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/ka-sedan-1-5-2018-entrada-r-1-000-soeiro-veiculos-yga-898402895,1.5,Hidráulica,Branco
"Carros, vans e utilitários",VW - VOLKSWAGEN VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,VW - VOLKSWAGEN,,2018,62198,Flex,Automático,4 portas,2,66040033,Belém,Cremação,83990.0,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-virtus-1-0-200-tsi-comfortline-automatico-885234323,,,
"Carros, vans e utilitários",VW - VOLKSWAGEN BRASILIA 1600 4P,VW - VOLKSWAGEN,Antigo,1981,8888888,Gasolina,Manual,2 portas,6,68017004,Santarém,Área Verde,,https://pa.olx.com.br/regiao-de-santarem/autos-e-pecas/carros-vans-e-utilitarios/brasilia-1981-restaurada-898402568,1.6,Mecânica,
